order_id,order_date,customer_age,restaurant_type,order_value,delivery_distance_km,delivery_time_minutes,payment_method,delivery_partner_rating,order_status,delivery_category,high_value_order,age_group
1320,12/19/2024,49,Fast Food,280.69,4.41,53,Cash,4.1,Cancelled,Medium,No,36-50
1321,6/19/2024,48,Indian,1130.71,12.71,16,Wallet,4.5,Delivered,Fast,Yes,36-50
1322,11/27/2024,35,Chinese,722.70,5.50,85,UPI,4.4,Delivered,Slow,No,26-35
1323,3/16/2024,49,Bakery,321.94,14.11,34,UPI,3.9,Delayed,Medium,No,36-50
1324,2/5/2024,35,Bakery,804.01,6.46,33,Card,3.2,Cancelled,Medium,Yes,26-35
1325,2/10/2024,60,Indian,260.75,6.16,70,Cash,4.3,Cancelled,Slow,No,50+
1326,10/7/2024,36,Fast Food,760.01,9.60,50,UPI,3.0,Delivered,Medium,No,36-50
1327,9/24/2024,50,Bakery,1143.39,0.63,60,Cash,4.3,Delayed,Slow,Yes,36-50
1328,5/16/2024,19,Cafe,842.62,4.33,87,UPI,3.4,Delivered,Slow,Yes,18-25
1329,6/27/2024,39,Indian,350.26,11.44,90,Cash,3.5,Delivered,Slow,No,36-50
1330,3/15/2024,31,Fast Food,634.33,1.64,24,Cash,4.7,Delivered,Fast,No,26-35
1331,7/13/2024,48,Fast Food,733.37,8.21,21,Wallet,2.8,Delivered,Fast,No,36-50
1332,8/26/2024,46,Bakery,374.44,6.42,43,UPI,4.8,Delivered,Medium,No,36-50
1333,11/5/2024,23,Fast Food,823.64,14.92,40,Card,3.4,Delayed,Medium,Yes,18-25
1334,9/12/2024,54,Indian,506.38,3.13,44,Wallet,3.5,Cancelled,Medium,No,50+
1335,9/21/2024,57,Italian,1106.57,11.44,83,Wallet,3.6,Delayed,Slow,Yes,50+
1336,5/25/2024,35,Fast Food,934.78,1.98,34,UPI,4.8,Delayed,Medium,Yes,26-35
1337,8/9/2024,49,Italian,274.44,0.84,48,Card,4.9,Delayed,Medium,No,36-50
1338,6/27/2024,41,Bakery,879.32,3.22,65,Card,2.8,Cancelled,Slow,Yes,36-50
1339,11/27/2024,44,Fast Food,1085.09,2.36,88,UPI,3.1,Cancelled,Slow,Yes,36-50
1340,12/19/2024,56,Chinese,1155.34,3.36,58,Cash,2.6,Delayed,Medium,Yes,50+
1341,10/20/2024,42,Cafe,1077.13,2.09,47,UPI,4.1,Delivered,Medium,Yes,36-50
1342,4/17/2024,36,Italian,333.90,13.10,30,Card,4.5,Delivered,Medium,No,36-50
1343,4/6/2024,26,Fast Food,1025.11,5.87,28,Card,3.5,Delivered,Fast,Yes,26-35
1344,2/14/2024,46,Cafe,555.97,10.74,65,Cash,4.3,Delivered,Slow,No,36-50
1345,8/10/2024,65,Chinese,303.75,14.75,37,UPI,4.6,Delayed,Medium,No,50+
1346,10/29/2024,41,Indian,474.75,14.51,15,UPI,3.5,Delivered,Fast,No,36-50
1347,5/12/2024,35,Bakery,1001.65,6.91,53,Card,4.1,Cancelled,Medium,Yes,26-35
1348,10/17/2024,20,Italian,665.82,7.08,19,Cash,4.2,Cancelled,Fast,No,18-25
1349,4/5/2024,20,Indian,356.11,7.56,61,UPI,2.9,Delivered,Slow,No,18-25
1350,3/6/2024,23,Bakery,808.00,6.19,52,UPI,4.6,Delayed,Medium,Yes,18-25
1351,2/26/2024,21,Fast Food,674.36,9.19,63,UPI,2.7,Delayed,Slow,No,18-25
1352,1/13/2024,30,Indian,928.72,13.63,43,UPI,3.3,Delayed,Medium,Yes,26-35
1353,4/2/2024,25,Bakery,1110.29,10.14,77,Cash,5.0,Cancelled,Slow,Yes,18-25
1354,7/29/2024,59,Fast Food,266.07,4.28,75,UPI,3.0,Delivered,Slow,No,50+
1355,5/25/2024,48,Bakery,176.00,7.08,84,Card,3.2,Cancelled,Slow,No,36-50
1356,5/5/2024,22,Chinese,328.22,2.61,81,Card,2.6,Delayed,Slow,No,18-25
1357,5/11/2024,47,Chinese,264.46,6.39,32,UPI,4.4,Delivered,Medium,No,36-50
1358,10/27/2024,34,Italian,524.34,5.52,81,Cash,3.7,Delayed,Slow,No,26-35
1359,12/9/2024,49,Chinese,205.01,6.93,47,Cash,4.0,Delayed,Medium,No,36-50
1360,6/9/2024,38,Indian,860.86,1.17,26,Wallet,3.7,Delivered,Fast,Yes,36-50
1361,3/24/2024,38,Indian,1139.28,13.68,61,UPI,4.7,Delivered,Slow,Yes,36-50
1362,8/19/2024,37,Italian,550.12,2.67,76,Cash,3.2,Cancelled,Slow,No,36-50
1363,5/31/2024,54,Italian,447.61,11.28,39,Card,4.2,Delivered,Medium,No,50+
1364,8/1/2024,51,Bakery,331.35,13.31,40,Cash,2.6,Delivered,Medium,No,50+
1365,3/12/2024,24,Italian,1084.81,1.48,60,Wallet,4.0,Cancelled,Slow,Yes,18-25
1366,10/25/2024,53,Cafe,1008.34,7.29,16,Cash,4.0,Delayed,Fast,Yes,50+
1367,6/27/2024,46,Italian,1137.89,5.14,17,UPI,3.7,Cancelled,Fast,Yes,36-50
1368,9/22/2024,41,Bakery,1156.82,13.91,70,Card,3.5,Delayed,Slow,Yes,36-50
1369,5/11/2024,39,Bakery,433.87,9.36,34,UPI,3.2,Cancelled,Medium,No,36-50
1370,5/8/2024,63,Italian,517.21,8.16,88,Cash,4.2,Delivered,Slow,No,50+
1371,10/19/2024,52,Indian,889.55,4.75,35,Cash,3.4,Delivered,Medium,Yes,50+
1372,11/9/2024,23,Cafe,1183.06,2.87,82,UPI,2.5,Delayed,Slow,Yes,18-25
1373,5/12/2024,53,Fast Food,300.90,11.00,34,Cash,4.1,Cancelled,Medium,No,50+
1374,3/6/2024,24,Cafe,1063.08,2.76,36,UPI,3.7,Delivered,Medium,Yes,18-25
1375,7/28/2024,62,Bakery,580.81,10.04,34,Cash,4.3,Delayed,Medium,No,50+
1376,5/18/2024,42,Bakery,871.96,0.57,56,Card,3.8,Delivered,Medium,Yes,36-50
1377,9/30/2024,36,Cafe,406.29,6.75,90,Cash,4.2,Delivered,Slow,No,36-50
1378,12/12/2024,60,Bakery,995.93,4.94,82,Wallet,4.5,Delivered,Slow,Yes,50+
1379,6/29/2024,40,Cafe,504.97,0.92,17,Cash,4.4,Delivered,Fast,No,36-50
1380,9/28/2024,54,Indian,1007.64,6.00,85,Wallet,3.2,Delayed,Slow,Yes,50+
1381,11/1/2024,42,Italian,625.22,14.78,66,Wallet,2.7,Delayed,Slow,No,36-50
1382,7/3/2024,44,Cafe,302.85,3.70,75,UPI,2.9,Cancelled,Slow,No,36-50
1383,8/28/2024,23,Italian,182.15,4.29,74,Wallet,4.0,Delayed,Slow,No,18-25
1384,12/23/2024,40,Cafe,733.43,0.84,74,Card,4.9,Delivered,Slow,No,36-50
1385,1/10/2024,34,Indian,681.03,7.33,44,Card,3.0,Cancelled,Medium,No,26-35
1386,1/16/2024,56,Chinese,587.30,5.23,58,Card,4.5,Cancelled,Medium,No,50+
1387,12/9/2024,22,Bakery,491.45,2.58,30,Wallet,4.0,Delivered,Medium,No,18-25
1388,4/19/2024,38,Bakery,1094.08,5.84,88,Card,3.3,Delivered,Slow,Yes,36-50
1389,2/7/2024,53,Chinese,1057.89,1.19,67,Card,2.7,Cancelled,Slow,Yes,50+
1390,11/27/2024,21,Italian,529.47,4.15,55,Card,4.7,Delayed,Medium,No,18-25
1391,11/8/2024,22,Bakery,1096.78,8.25,59,UPI,4.8,Cancelled,Medium,Yes,18-25
1392,7/18/2024,26,Cafe,652.34,2.54,83,UPI,3.9,Cancelled,Slow,No,26-35
1393,10/1/2024,60,Italian,996.97,6.60,31,Wallet,4.1,Delayed,Medium,Yes,50+
1394,7/25/2024,61,Indian,854.11,9.68,42,Cash,4.5,Cancelled,Medium,Yes,50+
1395,4/2/2024,23,Indian,361.07,1.72,81,Card,4.6,Delayed,Slow,No,18-25
1396,3/11/2024,40,Indian,486.04,7.91,80,Card,3.5,Delivered,Slow,No,36-50
1397,4/13/2024,21,Bakery,921.25,0.89,40,UPI,4.3,Cancelled,Medium,Yes,18-25
1398,4/9/2024,24,Italian,571.06,5.34,60,Wallet,4.2,Delayed,Slow,No,18-25
1399,6/4/2024,31,Cafe,188.92,3.58,65,UPI,2.8,Delivered,Slow,No,26-35
1400,2/10/2024,63,Bakery,869.54,7.19,84,Wallet,5.0,Cancelled,Slow,Yes,50+
1401,6/20/2024,39,Chinese,328.64,10.50,87,Card,2.7,Delayed,Slow,No,36-50
1402,5/4/2024,24,Cafe,995.32,7.61,42,Cash,4.5,Delivered,Medium,Yes,18-25
1403,10/5/2024,29,Indian,890.69,8.50,33,UPI,3.3,Delayed,Medium,Yes,26-35
1404,9/15/2024,25,Indian,900.26,10.32,43,Card,2.9,Cancelled,Medium,Yes,18-25
1405,6/25/2024,52,Chinese,1195.51,3.85,31,Wallet,4.0,Cancelled,Medium,Yes,50+
1406,10/26/2024,49,Bakery,1144.94,14.24,66,Wallet,4.8,Delayed,Slow,Yes,36-50
1407,9/8/2024,25,Italian,848.42,12.27,16,UPI,3.4,Delayed,Fast,Yes,18-25
1408,10/21/2024,55,Italian,800.38,12.95,83,Card,4.0,Delivered,Slow,Yes,50+
1409,1/18/2024,24,Bakery,371.11,13.10,25,Wallet,2.9,Cancelled,Fast,No,18-25
1410,9/22/2024,65,Italian,338.23,7.70,58,Cash,2.9,Delayed,Medium,No,50+
1411,6/27/2024,21,Chinese,435.14,9.76,21,Cash,3.8,Cancelled,Fast,No,18-25
1412,1/24/2024,56,Fast Food,868.08,4.64,27,Wallet,4.4,Delayed,Fast,Yes,50+
1413,1/10/2024,61,Italian,652.02,7.88,70,Card,3.8,Delivered,Slow,No,50+
1414,2/10/2024,40,Italian,914.93,2.85,59,Cash,3.5,Cancelled,Medium,Yes,36-50
1415,4/1/2024,41,Cafe,999.49,4.22,68,Card,3.9,Delivered,Slow,Yes,36-50
1416,10/11/2024,28,Indian,824.18,6.97,29,Card,2.9,Delayed,Fast,Yes,26-35
1417,3/30/2024,30,Cafe,943.65,8.40,63,Card,4.4,Delayed,Slow,Yes,26-35
1418,8/24/2024,57,Cafe,979.67,6.29,46,Cash,3.8,Delivered,Medium,Yes,50+
1419,7/12/2024,43,Italian,326.86,7.87,20,Cash,4.5,Delayed,Fast,No,36-50
1420,12/16/2024,55,Fast Food,352.16,14.74,38,Cash,3.3,Delayed,Medium,No,50+
1421,8/23/2024,56,Italian,279.15,3.16,69,Wallet,4.7,Cancelled,Slow,No,50+
1422,4/19/2024,21,Chinese,925.14,11.65,57,Wallet,3.9,Delayed,Medium,Yes,18-25
1423,7/1/2024,29,Bakery,664.87,8.18,89,Wallet,3.7,Delivered,Slow,No,26-35
1424,2/12/2024,63,Italian,1116.05,11.32,22,Cash,3.1,Cancelled,Fast,Yes,50+
1425,1/5/2024,55,Chinese,738.65,1.83,77,Card,4.9,Delivered,Slow,No,50+
1426,3/19/2024,19,Italian,548.19,9.26,31,Card,4.3,Delivered,Medium,No,18-25
1427,10/15/2024,45,Chinese,437.81,14.85,28,Cash,4.3,Delivered,Fast,No,36-50
1428,5/19/2024,55,Cafe,541.80,4.66,88,Card,4.7,Delivered,Slow,No,50+
1429,5/24/2024,55,Chinese,897.96,1.14,74,UPI,3.8,Cancelled,Slow,Yes,50+
1430,2/2/2024,19,Indian,574.05,5.25,60,Cash,3.4,Delivered,Slow,No,18-25
1431,3/14/2024,52,Cafe,974.69,2.57,68,Card,2.6,Delayed,Slow,Yes,50+
1432,8/14/2024,35,Indian,1089.71,4.34,65,Cash,4.7,Delayed,Slow,Yes,26-35
1433,5/3/2024,33,Italian,837.52,11.41,25,Cash,3.1,Cancelled,Fast,Yes,26-35
1434,2/27/2024,53,Indian,1051.89,8.01,33,Card,3.5,Delivered,Medium,Yes,50+
1435,8/16/2024,32,Fast Food,833.99,6.09,65,UPI,2.8,Cancelled,Slow,Yes,26-35
1436,6/5/2024,44,Chinese,356.04,8.68,61,Card,3.5,Delayed,Slow,No,36-50
1437,5/31/2024,34,Italian,181.85,6.14,28,Cash,3.7,Delayed,Fast,No,26-35
1438,4/5/2024,52,Bakery,234.01,11.91,78,UPI,3.6,Cancelled,Slow,No,50+
1439,3/15/2024,22,Chinese,528.50,11.20,71,Cash,4.8,Cancelled,Slow,No,18-25
1440,10/8/2024,64,Indian,438.44,4.27,83,Wallet,3.5,Delayed,Slow,No,50+
1441,6/7/2024,65,Indian,376.07,9.08,63,Wallet,4.4,Delivered,Slow,No,50+
1442,4/4/2024,31,Cafe,541.95,11.90,23,Cash,3.5,Delayed,Fast,No,26-35
1443,5/13/2024,57,Bakery,672.57,9.33,35,Cash,4.0,Delivered,Medium,No,50+
1444,10/11/2024,50,Fast Food,643.19,4.72,65,Cash,4.2,Delivered,Slow,No,36-50
1445,5/30/2024,50,Chinese,1018.40,2.04,73,UPI,3.7,Delayed,Slow,Yes,36-50
1446,11/23/2024,28,Cafe,1097.25,2.72,47,Card,2.9,Cancelled,Medium,Yes,26-35
1447,9/13/2024,41,Cafe,587.91,2.60,38,Wallet,5.0,Cancelled,Medium,No,36-50
1448,10/1/2024,25,Chinese,332.10,3.68,90,Wallet,3.6,Delivered,Slow,No,18-25
1449,3/7/2024,54,Italian,357.13,12.09,66,Cash,4.1,Delayed,Slow,No,50+
1450,11/8/2024,61,Bakery,190.69,3.28,15,Cash,4.1,Cancelled,Fast,No,50+
1451,7/9/2024,32,Italian,464.27,6.79,18,UPI,4.1,Delivered,Fast,No,26-35
1452,3/16/2024,40,Italian,972.45,1.10,17,UPI,4.5,Delivered,Fast,Yes,36-50
1453,9/5/2024,61,Fast Food,1037.58,2.32,64,Card,4.5,Delivered,Slow,Yes,50+
1454,7/27/2024,59,Bakery,268.98,6.01,24,Cash,3.1,Delivered,Fast,No,50+
1455,10/15/2024,37,Indian,336.98,14.52,86,Cash,3.9,Cancelled,Slow,No,36-50
1456,8/7/2024,46,Chinese,568.49,1.29,31,Card,2.6,Cancelled,Medium,No,36-50
1457,10/6/2024,18,Indian,1166.86,3.41,52,Cash,2.5,Cancelled,Medium,Yes,18-25
1458,11/29/2024,65,Bakery,179.46,8.80,28,UPI,2.7,Cancelled,Fast,No,50+
1459,11/24/2024,39,Fast Food,1189.81,7.76,19,Cash,3.2,Cancelled,Fast,Yes,36-50
1460,5/7/2024,49,Bakery,1140.30,8.69,23,UPI,4.1,Delayed,Fast,Yes,36-50
1461,9/27/2024,48,Indian,1160.06,5.51,27,Card,3.9,Cancelled,Fast,Yes,36-50
1462,2/4/2024,43,Italian,652.73,11.93,82,Wallet,3.7,Delayed,Slow,No,36-50
1463,4/28/2024,23,Fast Food,1173.89,14.88,69,Cash,4.7,Delivered,Slow,Yes,18-25
1464,9/19/2024,54,Indian,1140.25,11.12,67,Wallet,4.8,Cancelled,Slow,Yes,50+
1465,6/9/2024,29,Bakery,792.07,12.52,72,Cash,2.7,Delayed,Slow,No,26-35
1466,3/23/2024,59,Cafe,302.94,11.39,21,UPI,2.8,Delivered,Fast,No,50+
1467,11/25/2024,57,Indian,813.69,5.74,74,UPI,4.8,Delayed,Slow,Yes,50+
1468,4/25/2024,23,Bakery,963.46,4.43,17,Card,4.3,Cancelled,Fast,Yes,18-25
1469,5/10/2024,44,Cafe,914.00,3.85,16,UPI,3.3,Delayed,Fast,Yes,36-50
1470,4/13/2024,62,Italian,1170.81,11.59,78,Cash,4.3,Delayed,Slow,Yes,50+
1471,8/16/2024,36,Italian,784.90,7.84,66,UPI,3.4,Delivered,Slow,No,36-50
1472,7/5/2024,54,Indian,622.75,2.73,20,UPI,3.0,Cancelled,Fast,No,50+
1473,12/20/2024,53,Cafe,1189.09,14.96,33,Wallet,4.4,Cancelled,Medium,Yes,50+
1474,5/27/2024,23,Chinese,694.37,12.55,34,Wallet,3.9,Delayed,Medium,No,18-25
1475,3/25/2024,60,Cafe,1059.89,9.10,77,UPI,4.9,Delayed,Slow,Yes,50+
1476,11/10/2024,51,Chinese,993.57,7.37,39,UPI,4.5,Delivered,Medium,Yes,50+
1477,3/3/2024,22,Fast Food,242.62,3.95,57,Wallet,2.8,Delivered,Medium,No,18-25
1478,6/15/2024,57,Italian,167.53,6.66,38,Card,4.2,Cancelled,Medium,No,50+
1479,2/13/2024,52,Fast Food,379.82,2.06,55,Cash,4.0,Cancelled,Medium,No,50+
1480,8/27/2024,45,Italian,1058.21,7.02,45,Wallet,3.0,Delivered,Medium,Yes,36-50
1481,10/5/2024,55,Cafe,190.16,14.95,64,UPI,4.5,Cancelled,Slow,No,50+
1482,3/4/2024,56,Cafe,546.53,8.63,24,UPI,4.0,Delivered,Fast,No,50+
1483,3/10/2024,25,Bakery,767.35,2.12,61,UPI,3.7,Cancelled,Slow,No,18-25
1484,3/12/2024,59,Fast Food,216.13,8.94,15,UPI,3.2,Cancelled,Fast,No,50+
1485,5/15/2024,18,Bakery,938.10,4.07,24,Card,4.0,Delayed,Fast,Yes,18-25
1486,12/29/2024,54,Bakery,821.23,3.56,56,Cash,4.7,Cancelled,Medium,Yes,50+
1487,8/5/2024,53,Chinese,873.45,11.40,16,Card,2.8,Delivered,Fast,Yes,50+
1488,2/17/2024,42,Fast Food,809.95,1.80,43,Cash,2.7,Delivered,Medium,Yes,36-50
1489,7/8/2024,32,Chinese,894.95,13.53,73,Card,2.8,Delayed,Slow,Yes,26-35
1490,9/26/2024,29,Fast Food,606.33,5.56,46,Cash,2.6,Delivered,Medium,No,26-35
1491,10/1/2024,35,Fast Food,914.92,3.51,67,UPI,4.8,Delivered,Slow,Yes,26-35
1492,7/3/2024,54,Italian,672.11,8.92,72,Wallet,3.7,Cancelled,Slow,No,50+
1493,11/12/2024,31,Cafe,818.71,2.58,66,Wallet,2.9,Delivered,Slow,Yes,26-35
1494,6/25/2024,65,Italian,445.97,11.91,70,Card,3.2,Delivered,Slow,No,50+
1495,7/1/2024,20,Chinese,254.04,12.21,27,Card,4.4,Delivered,Fast,No,18-25
1496,5/4/2024,64,Indian,783.05,13.69,16,Cash,2.6,Delivered,Fast,No,50+
1497,8/5/2024,18,Chinese,656.79,2.70,49,UPI,3.9,Delayed,Medium,No,18-25
1498,4/13/2024,30,Cafe,464.94,7.04,32,UPI,4.4,Delivered,Medium,No,26-35
1499,12/10/2024,34,Indian,559.17,6.86,30,Cash,2.6,Delivered,Medium,No,26-35
1500,3/6/2024,34,Indian,729.95,13.98,61,UPI,4.7,Delivered,Slow,No,26-35
1501,11/8/2024,64,Indian,801.14,5.32,70,Wallet,3.7,Delayed,Slow,Yes,50+
1502,8/25/2024,33,Indian,689.60,4.34,54,Cash,2.7,Delivered,Medium,No,26-35
1503,11/18/2024,36,Bakery,1185.10,4.11,71,Wallet,4.3,Delivered,Slow,Yes,36-50
1504,11/29/2024,49,Bakery,383.83,4.04,59,Wallet,4.4,Delivered,Medium,No,36-50
1505,1/27/2024,52,Indian,609.65,3.89,55,UPI,3.6,Cancelled,Medium,No,50+
1506,11/9/2024,52,Indian,431.88,14.75,55,Card,3.9,Cancelled,Medium,No,50+
1507,4/25/2024,34,Italian,196.46,12.64,25,Wallet,3.1,Delivered,Fast,No,26-35
1508,9/2/2024,29,Indian,358.90,9.82,45,UPI,2.7,Cancelled,Medium,No,26-35
1509,9/27/2024,27,Bakery,1045.61,10.07,20,Wallet,2.5,Delivered,Fast,Yes,26-35
1510,10/21/2024,25,Bakery,188.46,2.17,67,UPI,4.4,Delivered,Slow,No,18-25
1511,10/18/2024,42,Chinese,163.86,7.86,24,Card,4.5,Delivered,Fast,No,36-50
1512,7/3/2024,62,Chinese,982.64,7.26,72,Wallet,4.9,Delivered,Slow,Yes,50+
1513,11/1/2024,23,Italian,394.13,11.36,86,Card,2.6,Delivered,Slow,No,18-25
1514,12/31/2024,63,Cafe,270.71,11.41,18,Wallet,3.9,Cancelled,Fast,No,50+
1515,3/8/2024,48,Indian,897.10,2.07,57,Cash,4.0,Cancelled,Medium,Yes,36-50
1516,4/3/2024,24,Chinese,495.81,7.16,74,UPI,2.8,Delivered,Slow,No,18-25
1517,1/2/2024,33,Indian,717.34,14.41,17,Cash,3.0,Delayed,Fast,No,26-35
1518,4/13/2024,56,Fast Food,327.32,10.58,28,Card,4.9,Delivered,Fast,No,50+
1519,2/11/2024,31,Cafe,960.55,12.54,53,UPI,2.9,Delayed,Medium,Yes,26-35
1520,7/7/2024,43,Italian,418.81,10.00,29,Cash,2.5,Delayed,Fast,No,36-50
1521,1/28/2024,49,Cafe,578.31,4.96,73,UPI,4.7,Cancelled,Slow,No,36-50
1522,7/17/2024,26,Indian,269.73,7.80,25,Card,2.8,Delayed,Fast,No,26-35
1523,8/5/2024,26,Bakery,191.60,9.94,67,Wallet,4.1,Delayed,Slow,No,26-35
1524,9/10/2024,27,Bakery,546.61,12.33,44,UPI,2.9,Cancelled,Medium,No,26-35
1525,11/27/2024,51,Italian,741.05,10.56,47,UPI,4.7,Delivered,Medium,No,50+
1526,11/4/2024,44,Fast Food,974.68,1.05,26,UPI,2.9,Cancelled,Fast,Yes,36-50
1527,1/17/2024,57,Bakery,787.08,8.89,84,Wallet,3.1,Cancelled,Slow,No,50+
1528,5/9/2024,45,Cafe,691.34,5.74,38,Card,4.8,Delayed,Medium,No,36-50
1529,5/6/2024,25,Fast Food,405.34,9.26,19,Wallet,2.6,Delayed,Fast,No,18-25
1530,7/26/2024,18,Bakery,924.11,7.55,62,UPI,3.6,Cancelled,Slow,Yes,18-25
1531,11/10/2024,20,Cafe,528.93,1.69,58,UPI,4.5,Cancelled,Medium,No,18-25
1532,11/11/2024,33,Indian,1046.00,11.96,84,Wallet,4.0,Cancelled,Slow,Yes,26-35
1533,8/20/2024,60,Italian,662.98,14.38,72,Cash,4.1,Delayed,Slow,No,50+
1534,11/12/2024,24,Cafe,234.71,2.09,59,Card,2.9,Cancelled,Medium,No,18-25
1535,7/15/2024,37,Italian,1167.99,4.90,47,Wallet,3.4,Delayed,Medium,Yes,36-50
1536,6/6/2024,64,Indian,1039.02,5.68,45,Card,4.3,Cancelled,Medium,Yes,50+
1537,7/1/2024,20,Cafe,158.25,0.94,36,UPI,3.2,Cancelled,Medium,No,18-25
1538,12/15/2024,25,Chinese,232.00,11.47,51,Wallet,4.4,Cancelled,Medium,No,18-25
1539,12/29/2024,31,Bakery,1167.21,2.40,39,Wallet,4.2,Cancelled,Medium,Yes,26-35
1540,4/5/2024,19,Chinese,998.01,7.48,83,Cash,3.2,Cancelled,Slow,Yes,18-25
1541,3/22/2024,34,Italian,718.61,7.61,63,Wallet,2.9,Delayed,Slow,No,26-35
1542,11/17/2024,30,Chinese,736.56,5.67,68,Cash,3.4,Delivered,Slow,No,26-35
1543,3/7/2024,26,Bakery,1151.10,9.98,82,Cash,2.6,Delayed,Slow,Yes,26-35
1544,1/29/2024,56,Bakery,202.66,4.70,27,UPI,4.2,Delayed,Fast,No,50+
1545,10/24/2024,25,Italian,807.13,7.99,69,Wallet,3.1,Cancelled,Slow,Yes,18-25
1546,7/3/2024,34,Italian,559.02,14.97,52,UPI,4.1,Delivered,Medium,No,26-35
1547,5/25/2024,29,Italian,636.08,10.42,81,Wallet,4.5,Delivered,Slow,No,26-35
1548,8/13/2024,27,Bakery,268.83,14.50,51,Card,4.8,Delivered,Medium,No,26-35
1549,3/13/2024,49,Italian,827.93,5.95,77,Cash,2.8,Delivered,Slow,Yes,36-50
1550,2/27/2024,32,Indian,418.56,9.02,71,Cash,4.8,Delayed,Slow,No,26-35
1551,1/9/2024,52,Italian,1039.64,11.24,66,Cash,3.2,Delivered,Slow,Yes,50+
1552,11/9/2024,49,Bakery,888.36,11.72,33,Cash,2.7,Delivered,Medium,Yes,36-50
1553,5/12/2024,19,Fast Food,311.13,13.33,31,Card,3.9,Delivered,Medium,No,18-25
1554,5/7/2024,39,Cafe,258.20,14.96,70,UPI,3.3,Cancelled,Slow,No,36-50
1555,1/31/2024,52,Cafe,1043.71,5.63,49,Cash,3.6,Cancelled,Medium,Yes,50+
1556,2/14/2024,20,Indian,216.94,3.16,57,UPI,2.9,Cancelled,Medium,No,18-25
1557,12/11/2024,36,Chinese,206.94,8.79,80,UPI,2.9,Cancelled,Slow,No,36-50
1558,4/3/2024,31,Bakery,386.20,12.44,63,UPI,4.0,Delivered,Slow,No,26-35
1559,12/13/2024,27,Chinese,263.83,0.54,55,Card,2.9,Delayed,Medium,No,26-35
1560,3/21/2024,28,Chinese,850.37,14.49,78,UPI,3.1,Delivered,Slow,Yes,26-35
1561,7/28/2024,22,Fast Food,801.03,1.64,77,Cash,5.0,Cancelled,Slow,Yes,18-25
1562,9/30/2024,55,Italian,788.99,2.98,57,Card,3.9,Delayed,Medium,No,50+
1563,12/26/2024,40,Chinese,423.18,13.44,17,Cash,5.0,Cancelled,Fast,No,36-50
1564,2/12/2024,35,Italian,458.30,8.99,55,UPI,2.6,Cancelled,Medium,No,26-35
1565,10/17/2024,28,Indian,919.26,2.89,76,Card,4.6,Delayed,Slow,Yes,26-35
1566,11/12/2024,35,Chinese,296.70,8.21,86,UPI,2.6,Cancelled,Slow,No,26-35
1567,8/16/2024,54,Bakery,779.70,5.72,29,Card,3.1,Delivered,Fast,No,50+
1568,4/29/2024,51,Bakery,1099.94,10.70,81,Cash,4.5,Cancelled,Slow,Yes,50+
1569,10/8/2024,55,Cafe,252.06,13.93,83,UPI,4.2,Delayed,Slow,No,50+
1570,11/10/2024,45,Cafe,893.56,9.44,17,Cash,4.1,Delivered,Fast,Yes,36-50
1571,12/20/2024,57,Indian,1117.76,4.17,19,Cash,3.1,Cancelled,Fast,Yes,50+
1572,11/2/2024,63,Indian,743.87,13.36,50,Wallet,3.6,Cancelled,Medium,No,50+
1573,6/30/2024,65,Italian,814.90,6.20,26,Cash,4.6,Cancelled,Fast,Yes,50+
1574,8/27/2024,63,Fast Food,1170.99,4.32,36,Cash,3.7,Delivered,Medium,Yes,50+
1575,1/3/2024,28,Cafe,581.01,7.80,80,Cash,4.9,Delivered,Slow,No,26-35
1576,9/5/2024,28,Cafe,1111.96,1.91,29,Card,3.3,Delayed,Fast,Yes,26-35
1577,8/29/2024,32,Bakery,1021.01,9.08,44,UPI,3.8,Cancelled,Medium,Yes,26-35
1578,2/4/2024,21,Fast Food,247.64,2.83,71,Cash,4.0,Cancelled,Slow,No,18-25
1579,3/10/2024,27,Italian,1042.44,10.46,19,Cash,4.6,Delivered,Fast,Yes,26-35
1580,3/6/2024,37,Indian,338.73,6.01,83,Wallet,3.8,Cancelled,Slow,No,36-50
1581,4/20/2024,27,Italian,329.62,13.13,78,Cash,4.0,Delivered,Slow,No,26-35
1582,9/16/2024,25,Italian,1052.93,2.21,30,Wallet,2.9,Cancelled,Medium,Yes,18-25
1583,10/10/2024,27,Cafe,1041.18,4.66,56,Card,4.7,Cancelled,Medium,Yes,26-35
1584,7/3/2024,44,Bakery,491.33,13.26,25,Cash,4.7,Delayed,Fast,No,36-50
1585,4/7/2024,31,Italian,591.84,12.50,90,UPI,3.4,Delivered,Slow,No,26-35
1586,10/18/2024,18,Italian,737.21,10.76,78,Wallet,3.2,Delivered,Slow,No,18-25
1587,4/23/2024,48,Italian,797.89,4.05,56,Card,3.6,Cancelled,Medium,No,36-50
1588,9/9/2024,41,Fast Food,1037.91,0.57,44,Card,4.5,Delayed,Medium,Yes,36-50
1589,4/29/2024,19,Chinese,193.04,10.21,61,UPI,4.2,Cancelled,Slow,No,18-25
1590,7/31/2024,37,Chinese,1039.81,12.59,38,UPI,3.0,Delivered,Medium,Yes,36-50
1591,11/13/2024,28,Chinese,1002.71,6.94,74,Cash,4.7,Delivered,Slow,Yes,26-35
1592,10/7/2024,45,Italian,485.60,6.66,24,UPI,3.5,Delayed,Fast,No,36-50
1593,2/5/2024,62,Chinese,155.57,2.06,20,Wallet,4.7,Delayed,Fast,No,50+
